id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5055633336,Akira Tsurushima,https://api.openalex.org/works?filter=author.id:A5055633336,5,22,JP
https://openalex.org/A5030406488,Shelby Grossman,https://api.openalex.org/works?filter=author.id:A5030406488,5,52,US
https://openalex.org/A5040523461,Xinyi Wang,https://api.openalex.org/works?filter=author.id:A5040523461,57,1772,CN
https://openalex.org/A5085962760,Viktoria Spaiser,https://api.openalex.org/works?filter=author.id:A5085962760,9,45,GB
https://openalex.org/A5041680508,Gianmarco De Francisci Morales,https://api.openalex.org/works?filter=author.id:A5041680508,22,162,IT
https://openalex.org/A5077426550,Michael Roth,https://api.openalex.org/works?filter=author.id:A5077426550,53,457,US
https://openalex.org/A5086659454,Chloe Eggleston,https://api.openalex.org/works?filter=author.id:A5086659454,0,2,US
https://openalex.org/A5025222666,Salvatore Citraro,https://api.openalex.org/works?filter=author.id:A5025222666,4,33,IT
https://openalex.org/A5081614562,Christoph Stadtfeld,https://api.openalex.org/works?filter=author.id:A5081614562,20,55,CH
https://openalex.org/A5010691256,Amy Smith,https://api.openalex.org/works?filter=author.id:A5010691256,11,42,US
https://openalex.org/A5010639399,Tongyu Ding,https://api.openalex.org/works?filter=author.id:A5010639399,5,53,CN
https://openalex.org/A5063098095,Abeer ElBahrawy,https://api.openalex.org/works?filter=author.id:A5063098095,6,17,GB
https://openalex.org/A5042663607,Niel Hens,https://api.openalex.org/works?filter=author.id:A5042663607,51,386,BE
https://openalex.org/A5077958783,Shintaro Ueki,https://api.openalex.org/works?filter=author.id:A5077958783,1,4,JP
https://openalex.org/A5016589479,Luca Rossi,https://api.openalex.org/works?filter=author.id:A5016589479,26,237,IT
https://openalex.org/A5089186571,Xindi Wang,https://api.openalex.org/works?filter=author.id:A5089186571,25,170,CN
https://openalex.org/A5076281398,Floriana Gargiulo,https://api.openalex.org/works?filter=author.id:A5076281398,14,81,FR
https://openalex.org/A5012701585,Michael Inzlicht,https://api.openalex.org/works?filter=author.id:A5012701585,58,312,CA
https://openalex.org/A5034204065,Melissa J. Dreier,https://api.openalex.org/works?filter=author.id:A5034204065,7,24,US
https://openalex.org/A5082205147,Toshiharu Sugawara,https://api.openalex.org/works?filter=author.id:A5082205147,13,296,JP
https://openalex.org/A5009325217,Paul Salmon,https://api.openalex.org/works?filter=author.id:A5009325217,23,76,US
https://openalex.org/A5000043933,Sahil Verma,https://api.openalex.org/works?filter=author.id:A5000043933,21,157,IN
https://openalex.org/A5033341922,Alice Grishchenko,https://api.openalex.org/works?filter=author.id:A5033341922,3,11,US
https://openalex.org/A5067452368,Diana Roig Sanz,https://api.openalex.org/works?filter=author.id:A5067452368,1,28,ES
https://openalex.org/A5062168541,Neil Fasching,https://api.openalex.org/works?filter=author.id:A5062168541,1,7,US
https://openalex.org/A5011126050,Makoto Mizuno,https://api.openalex.org/works?filter=author.id:A5011126050,34,292,JP
https://openalex.org/A5007104279,Shunyuan Zhang,https://api.openalex.org/works?filter=author.id:A5007104279,6,65,US
https://openalex.org/A5008805047,Martin Gerlach,https://api.openalex.org/works?filter=author.id:A5008805047,14,39,US
https://openalex.org/A5014993912,Omar Guerrero,https://api.openalex.org/works?filter=author.id:A5014993912,10,122,GB
https://openalex.org/A5080649498,Lisette Espín Noboa,https://api.openalex.org/works?filter=author.id:A5080649498,3,3,DE
https://openalex.org/A5070799203,Akira Hashimoto,https://api.openalex.org/works?filter=author.id:A5070799203,23,214,JP
https://openalex.org/A5068906697,Gabriele Etta,https://api.openalex.org/works?filter=author.id:A5068906697,4,18,IT
https://openalex.org/A5082041365,Ray Funahashi,https://api.openalex.org/works?filter=author.id:A5082041365,2,3,US
https://openalex.org/A5001314520,Pieter Simoens,https://api.openalex.org/works?filter=author.id:A5001314520,25,219,BE
https://openalex.org/A5062898997,Clodomir Santana,https://api.openalex.org/works?filter=author.id:A5062898997,6,30,GB
https://openalex.org/A5038043083,Sanja Šćepanović,https://api.openalex.org/works?filter=author.id:A5038043083,9,63,GB
https://openalex.org/A5009116182,Pu Yan,https://api.openalex.org/works?filter=author.id:A5009116182,16,58,CN
https://openalex.org/A5068151130,Ronaldo Menezes,https://api.openalex.org/works?filter=author.id:A5068151130,17,245,BR
https://openalex.org/A5012391042,Salim Chouaki,https://api.openalex.org/works?filter=author.id:A5012391042,1,5,FR
https://openalex.org/A5040639891,Jiliang Tang,https://api.openalex.org/works?filter=author.id:A5040639891,60,420,US
https://openalex.org/A5013535058,Sándor Juhász,https://api.openalex.org/works?filter=author.id:A5013535058,10,61,HU
https://openalex.org/A5046241857,Manoel Ribeiro,https://api.openalex.org/works?filter=author.id:A5046241857,1,2,BR
https://openalex.org/A5066089123,Byungkyu Lee,https://api.openalex.org/works?filter=author.id:A5066089123,11,35,US
https://openalex.org/A5041940377,Alejandro Dinkelberg,https://api.openalex.org/works?filter=author.id:A5041940377,3,9,IE
https://openalex.org/A5040468715,Cynthia Rudin,https://api.openalex.org/works?filter=author.id:A5040468715,42,349,US
https://openalex.org/A5073843631,Fons Rademakers,https://api.openalex.org/works?filter=author.id:A5073843631,11,75,CH
https://openalex.org/A5055538219,James P. Houghton,https://api.openalex.org/works?filter=author.id:A5055538219,3,10,US
https://openalex.org/A5054308726,Bernardo García Bulle Bueno,https://api.openalex.org/works?filter=author.id:A5054308726,2,13,US
https://openalex.org/A5056934449,Frederik Andersen,https://api.openalex.org/works?filter=author.id:A5056934449,1,3,DK
https://openalex.org/A5032934166,Frank Neffke,https://api.openalex.org/works?filter=author.id:A5032934166,14,87,AT
https://openalex.org/A5012168451,Marios Constantinides,https://api.openalex.org/works?filter=author.id:A5012168451,9,70,GB
https://openalex.org/A5043431197,Jacopo D'Ignazi,https://api.openalex.org/works?filter=author.id:A5043431197,1,2,IT
https://openalex.org/A5072186861,Carolina Coimbra Vieira,https://api.openalex.org/works?filter=author.id:A5072186861,2,18,DE
https://openalex.org/A5002020728,Mikko Kivelä,https://api.openalex.org/works?filter=author.id:A5002020728,19,93,FI
https://openalex.org/A5063479628,Daniele Rama,https://api.openalex.org/works?filter=author.id:A5063479628,3,66,IT
https://openalex.org/A5081982677,Arnout van de Rijt,https://api.openalex.org/works?filter=author.id:A5081982677,19,99,IT
https://openalex.org/A5067296366,Simone Santoni,https://api.openalex.org/works?filter=author.id:A5067296366,3,26,GB
https://openalex.org/A5085932729,Zeyu Lyu,https://api.openalex.org/works?filter=author.id:A5085932729,8,40,CN
https://openalex.org/A5030156276,Jinjun Xiong,https://api.openalex.org/works?filter=author.id:A5030156276,32,371,CN
https://openalex.org/A5035786206,Alice Xiang,https://api.openalex.org/works?filter=author.id:A5035786206,7,44,US
https://openalex.org/A5034213821,Alessandro Flamini,https://api.openalex.org/works?filter=author.id:A5034213821,4,39,IT
https://openalex.org/A5001884064,Shayne Longpre,https://api.openalex.org/works?filter=author.id:A5001884064,9,57,US
https://openalex.org/A5015478086,Eugenio Valdano,https://api.openalex.org/works?filter=author.id:A5015478086,16,58,FR
https://openalex.org/A5073407639,Jorge Gil,https://api.openalex.org/works?filter=author.id:A5073407639,14,95,SE
https://openalex.org/A5033464409,Tony Carden,https://api.openalex.org/works?filter=author.id:A5033464409,4,16,AU
https://openalex.org/A5034550396,Brennan Klein,https://api.openalex.org/works?filter=author.id:A5034550396,12,60,US
https://openalex.org/A5015195367,Qi Wang,https://api.openalex.org/works?filter=author.id:A5015195367,161,13319,CN
https://openalex.org/A5054707908,David Rothschild,https://api.openalex.org/works?filter=author.id:A5054707908,21,125,US
https://openalex.org/A5066716873,Li Zhang,https://api.openalex.org/works?filter=author.id:A5066716873,241,31979,CN
https://openalex.org/A5053397364,Chao Yu,https://api.openalex.org/works?filter=author.id:A5053397364,57,563,CN
https://openalex.org/A5083007651,Takaharu Saito,https://api.openalex.org/works?filter=author.id:A5083007651,11,65,JP
https://openalex.org/A5027406251,Nicolò Pagan,https://api.openalex.org/works?filter=author.id:A5027406251,2,19,CH
https://openalex.org/A5080502439,Armin Pournaki,https://api.openalex.org/works?filter=author.id:A5080502439,2,13,FR
https://openalex.org/A5013398154,Daniela Valdes,https://api.openalex.org/works?filter=author.id:A5013398154,1,8,GB
https://openalex.org/A5032278939,Laurence Brandenberger,https://api.openalex.org/works?filter=author.id:A5032278939,5,30,CH
https://openalex.org/A5046955571,Peter Meylakhs,https://api.openalex.org/works?filter=author.id:A5046955571,10,27,RU
https://openalex.org/A5063652311,Mitsuo Yoshida,https://api.openalex.org/works?filter=author.id:A5063652311,31,454,JP
https://openalex.org/A5058532580,Niyati Malhotra,https://api.openalex.org/works?filter=author.id:A5058532580,2,5,US
https://openalex.org/A5081114479,Likun Cao,https://api.openalex.org/works?filter=author.id:A5081114479,12,24,CN
https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,28,130,US
https://openalex.org/A5064738197,Jan Nikadon,https://api.openalex.org/works?filter=author.id:A5064738197,6,26,PL
https://openalex.org/A5054586972,Michael Szell,https://api.openalex.org/works?filter=author.id:A5054586972,21,65,IT
https://openalex.org/A5021589283,Laura Boeschoten,https://api.openalex.org/works?filter=author.id:A5021589283,5,37,NL
https://openalex.org/A5067907907,Sven Banisch,https://api.openalex.org/works?filter=author.id:A5067907907,10,82,DE
https://openalex.org/A5035210768,Lynn Smith‐Lovin,https://api.openalex.org/works?filter=author.id:A5035210768,35,113,US
https://openalex.org/A5042624882,Valeria d’Andrea,https://api.openalex.org/works?filter=author.id:A5042624882,9,34,IT
https://openalex.org/A5090366405,Hui Wang,https://api.openalex.org/works?filter=author.id:A5090366405,197,18884,CN
https://openalex.org/A5069561077,Shilad Sen,https://api.openalex.org/works?filter=author.id:A5069561077,21,50,US
https://openalex.org/A5059466917,Juan Carlos Rocha,https://api.openalex.org/works?filter=author.id:A5059466917,11,55,SE
https://openalex.org/A5042644425,Piyush Ghasiya,https://api.openalex.org/works?filter=author.id:A5042644425,3,19,JP
https://openalex.org/A5020560480,Franco Scarselli,https://api.openalex.org/works?filter=author.id:A5020560480,20,129,IT
https://openalex.org/A5026949484,Philipp Lorenz-Spreen,https://api.openalex.org/works?filter=author.id:A5026949484,10,52,DE
https://openalex.org/A5073082116,Melanie Oyarzún,https://api.openalex.org/works?filter=author.id:A5073082116,2,5,MX
https://openalex.org/A5057490932,Xiaohui Wang,https://api.openalex.org/works?filter=author.id:A5057490932,81,2262,CN
https://openalex.org/A5073961643,Sander van der Linden,https://api.openalex.org/works?filter=author.id:A5073961643,38,196,GB
https://openalex.org/A5017409996,Simone Paolo Ponzetto,https://api.openalex.org/works?filter=author.id:A5017409996,26,232,DE
https://openalex.org/A5018195808,Nikolaos Nakis,https://api.openalex.org/works?filter=author.id:A5018195808,1,8,DK
https://openalex.org/A5038390320,Frauke Kreuter,https://api.openalex.org/works?filter=author.id:A5038390320,36,299,DE
https://openalex.org/A5008392047,Giulia De Pasquale,https://api.openalex.org/works?filter=author.id:A5008392047,5,34,IT
https://openalex.org/A5078543908,Qingtao Cao,https://api.openalex.org/works?filter=author.id:A5078543908,2,7,US
https://openalex.org/A5021955713,Zaid Al-Ars,https://api.openalex.org/works?filter=author.id:A5021955713,21,251,NL
https://openalex.org/A5083980012,Charalampos Saitis,https://api.openalex.org/works?filter=author.id:A5083980012,9,72,GB
https://openalex.org/A5028705781,Chiara Chiavenna,https://api.openalex.org/works?filter=author.id:A5028705781,4,7,GB
https://openalex.org/A5072223860,Maria Zens,https://api.openalex.org/works?filter=author.id:A5072223860,5,42,DE
https://openalex.org/A5009825542,Jonathan Cohen,https://api.openalex.org/works?filter=author.id:A5009825542,72,372,US
https://openalex.org/A5040217228,Fujio Toriumi,https://api.openalex.org/works?filter=author.id:A5040217228,13,206,JP
https://openalex.org/A5015311126,Mohammad Atari,https://api.openalex.org/works?filter=author.id:A5015311126,19,130,US
https://openalex.org/A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,45,186,US
https://openalex.org/A5026245216,Jinseo Park,https://api.openalex.org/works?filter=author.id:A5026245216,12,52,KR
https://openalex.org/A5044956842,Arttu Malkamäki,https://api.openalex.org/works?filter=author.id:A5044956842,6,21,FI
https://openalex.org/A5074777044,Kishore Vasan,https://api.openalex.org/works?filter=author.id:A5074777044,4,11,US
https://openalex.org/A5049802130,Alessandro Gambetti,https://api.openalex.org/works?filter=author.id:A5049802130,1,3,PT
https://openalex.org/A5071525137,Ṣtefan Sarkadi,https://api.openalex.org/works?filter=author.id:A5071525137,5,23,GB
https://openalex.org/A5085139454,Nick Obradovich,https://api.openalex.org/works?filter=author.id:A5085139454,22,84,US
https://openalex.org/A5076193392,Brenda Curtis,https://api.openalex.org/works?filter=author.id:A5076193392,19,108,US
https://openalex.org/A5000410331,Silvia Leoni,https://api.openalex.org/works?filter=author.id:A5000410331,19,100,NL
https://openalex.org/A5011368152,Aidan Combs,https://api.openalex.org/works?filter=author.id:A5011368152,3,7,US
https://openalex.org/A5082225935,Boleslaw K. Szymanski,https://api.openalex.org/works?filter=author.id:A5082225935,38,168,US
https://openalex.org/A5022704573,Étienne Ollion,https://api.openalex.org/works?filter=author.id:A5022704573,11,132,FR
https://openalex.org/A5011807487,Karmanya Aggarwal,https://api.openalex.org/works?filter=author.id:A5011807487,4,12,IN
https://openalex.org/A5036202701,Masanori Hirano,https://api.openalex.org/works?filter=author.id:A5036202701,31,162,JP
https://openalex.org/A5024505700,Fosca Giannotti,https://api.openalex.org/works?filter=author.id:A5024505700,47,351,IT
https://openalex.org/A5052313639,Ezzat Elokda,https://api.openalex.org/works?filter=author.id:A5052313639,1,5,CH
https://openalex.org/A5049203961,Chung-Kon Shi,https://api.openalex.org/works?filter=author.id:A5049203961,6,89,KR
https://openalex.org/A5037441540,Uttama Barua,https://api.openalex.org/works?filter=author.id:A5037441540,8,17,BD
https://openalex.org/A5065395683,Sahil Loomba,https://api.openalex.org/works?filter=author.id:A5065395683,5,13,GB
https://openalex.org/A5052278645,Mikiko Shimaoka,https://api.openalex.org/works?filter=author.id:A5052278645,1,9,JP
https://openalex.org/A5052710947,Jörg Claussen,https://api.openalex.org/works?filter=author.id:A5052710947,11,95,DK
https://openalex.org/A5083550860,Vera Sosnovik,https://api.openalex.org/works?filter=author.id:A5083550860,1,3,FR
https://openalex.org/A5023504999,Henrik Wolf,https://api.openalex.org/works?filter=author.id:A5023504999,2,7,DE
https://openalex.org/A5008813157,Richard Freedman,https://api.openalex.org/works?filter=author.id:A5008813157,47,235,US
https://openalex.org/A5011488999,Sarah Grobe,https://api.openalex.org/works?filter=author.id:A5011488999,1,1,US
https://openalex.org/A5023769278,Huma Rasheed,https://api.openalex.org/works?filter=author.id:A5023769278,7,33,PK
https://openalex.org/A5005081904,Jia Lin Cheoh,https://api.openalex.org/works?filter=author.id:A5005081904,0,3,US
https://openalex.org/A5011035455,Adam Frank,https://api.openalex.org/works?filter=author.id:A5011035455,51,555,US
https://openalex.org/A5053987970,Christopher I Jarvis,https://api.openalex.org/works?filter=author.id:A5053987970,31,81,GB
https://openalex.org/A5027348599,Federico Zimmerman,https://api.openalex.org/works?filter=author.id:A5027348599,2,4,AR
https://openalex.org/A5076141953,Varun Tandon,https://api.openalex.org/works?filter=author.id:A5076141953,5,56,US
https://openalex.org/A5001363347,Johann Schaible,https://api.openalex.org/works?filter=author.id:A5001363347,6,38,DE
https://openalex.org/A5008862185,Federico Pilati,https://api.openalex.org/works?filter=author.id:A5008862185,2,12,IT
https://openalex.org/A5029483412,Cassidy R. Sugimoto,https://api.openalex.org/works?filter=author.id:A5029483412,43,282,US
https://openalex.org/A5002960328,José Ignacio Alvarez-Hamelin,https://api.openalex.org/works?filter=author.id:A5002960328,11,76,AR
https://openalex.org/A5047584056,Veniamin Veselovsky,https://api.openalex.org/works?filter=author.id:A5047584056,2,13,CH
https://openalex.org/A5054502863,Tao Jia,https://api.openalex.org/works?filter=author.id:A5054502863,38,158,CN
https://openalex.org/A5065665426,Kelton Minor,https://api.openalex.org/works?filter=author.id:A5065665426,8,27,US
https://openalex.org/A5040094074,Woo-Sung Jung,https://api.openalex.org/works?filter=author.id:A5040094074,20,78,KR
https://openalex.org/A5066138111,Matteo Montecchi,https://api.openalex.org/works?filter=author.id:A5066138111,8,60,GB
https://openalex.org/A5028631384,Samuel Woolley,https://api.openalex.org/works?filter=author.id:A5028631384,6,52,US
https://openalex.org/A5010855897,Michał Olech,https://api.openalex.org/works?filter=author.id:A5010855897,6,145,PL
https://openalex.org/A5068563745,Nicole Nisbett,https://api.openalex.org/works?filter=author.id:A5068563745,1,7,GB
https://openalex.org/A5005255669,Dong‐Woo Lim,https://api.openalex.org/works?filter=author.id:A5005255669,10,47,KR
https://openalex.org/A5070569889,Louis Boucherie,https://api.openalex.org/works?filter=author.id:A5070569889,0,4,DE
https://openalex.org/A5031780796,Jonas L. Juul,https://api.openalex.org/works?filter=author.id:A5031780796,5,23,US
https://openalex.org/A5082358191,Jari Saramäki,https://api.openalex.org/works?filter=author.id:A5082358191,43,181,FI
https://openalex.org/A5007282319,Talal Rahwan,https://api.openalex.org/works?filter=author.id:A5007282319,22,140,AE
https://openalex.org/A5019509246,Tamara Yaikin,https://api.openalex.org/works?filter=author.id:A5019509246,1,5,MX
https://openalex.org/A5006528223,Emily L. Wang,https://api.openalex.org/works?filter=author.id:A5006528223,1,1,US
https://openalex.org/A5030239300,Aidar Zinnatullin,https://api.openalex.org/works?filter=author.id:A5030239300,0,6,IT
https://openalex.org/A5047569245,Jae-Hyuk Park,https://api.openalex.org/works?filter=author.id:A5047569245,24,157,KR
https://openalex.org/A5002585718,Fátima Velásquez-Rojas,https://api.openalex.org/works?filter=author.id:A5002585718,5,9,AR
https://openalex.org/A5033485181,Ardon Z. Shorr,https://api.openalex.org/works?filter=author.id:A5033485181,2,5,US
https://openalex.org/A5016371653,Michele Starnini,https://api.openalex.org/works?filter=author.id:A5016371653,19,88,IT
https://openalex.org/A5079596102,Márton Karsai,https://api.openalex.org/works?filter=author.id:A5079596102,28,194,AT
https://openalex.org/A5043752696,Francesco Tudisco,https://api.openalex.org/works?filter=author.id:A5043752696,13,118,GB
https://openalex.org/A5071088094,Shunichi Kasahara,https://api.openalex.org/works?filter=author.id:A5071088094,14,63,JP
https://openalex.org/A5006305255,Yizhou Fan,https://api.openalex.org/works?filter=author.id:A5006305255,11,44,AU
https://openalex.org/A5083809979,Alice Battiston,https://api.openalex.org/works?filter=author.id:A5083809979,1,6,IT
https://openalex.org/A5025745021,Hyejin Youn,https://api.openalex.org/works?filter=author.id:A5025745021,14,47,US
https://openalex.org/A5038377848,Roberta Sinatra,https://api.openalex.org/works?filter=author.id:A5038377848,23,54,AT
https://openalex.org/A5000223133,Federico Mazzoni,https://api.openalex.org/works?filter=author.id:A5000223133,3,7,IT
https://openalex.org/A5061923992,Haewoon Kwak,https://api.openalex.org/works?filter=author.id:A5061923992,30,254,US
https://openalex.org/A5065893083,Wanqi Hu,https://api.openalex.org/works?filter=author.id:A5065893083,5,11,CN
https://openalex.org/A5035586848,Thomas Talhelm,https://api.openalex.org/works?filter=author.id:A5035586848,16,86,US
https://openalex.org/A5054949376,Yuri Nakayama,https://api.openalex.org/works?filter=author.id:A5054949376,3,4,JP
https://openalex.org/A5055848169,Marius Sältzer,https://api.openalex.org/works?filter=author.id:A5055848169,2,8,DE
https://openalex.org/A5068819495,Luca Pappalardo,https://api.openalex.org/works?filter=author.id:A5068819495,25,133,IT
https://openalex.org/A5045925919,Ming-Hung Wang,https://api.openalex.org/works?filter=author.id:A5045925919,8,82,TW
https://openalex.org/A5037620706,Laila Wegner,https://api.openalex.org/works?filter=author.id:A5037620706,1,1,DE
https://openalex.org/A5039656516,Daniel Torren Peraire,https://api.openalex.org/works?filter=author.id:A5039656516,0,1,ES
https://openalex.org/A5090663249,Diogo Pacheco,https://api.openalex.org/works?filter=author.id:A5090663249,6,33,GB
https://openalex.org/A5059015114,Coen D. Needell,https://api.openalex.org/works?filter=author.id:A5059015114,2,3,US
https://openalex.org/A5044244805,Francesco Barbieri,https://api.openalex.org/works?filter=author.id:A5044244805,16,86,IT
https://openalex.org/A5037146201,Rense Corten,https://api.openalex.org/works?filter=author.id:A5037146201,16,95,NL
https://openalex.org/A5002595735,Giulio Rossetti,https://api.openalex.org/works?filter=author.id:A5002595735,16,133,IT
https://openalex.org/A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,39,303,DE
https://openalex.org/A5076143079,Matteo Cinelli,https://api.openalex.org/works?filter=author.id:A5076143079,13,83,IT
https://openalex.org/A5020916633,Anne Cathrine Linder,https://api.openalex.org/works?filter=author.id:A5020916633,4,20,DK
https://openalex.org/A5080472003,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5080472003,29,156,US
https://openalex.org/A5015126836,Keiichiro Tsukamoto,https://api.openalex.org/works?filter=author.id:A5015126836,2,13,JP
https://openalex.org/A5031600732,Pablo Balenzuela,https://api.openalex.org/works?filter=author.id:A5031600732,17,74,AR
https://openalex.org/A5087671511,Gabriele Santin,https://api.openalex.org/works?filter=author.id:A5087671511,9,73,IT
https://openalex.org/A5002318539,Xiao Zhang,https://api.openalex.org/works?filter=author.id:A5002318539,130,5547,CN
https://openalex.org/A5085624228,James Winters,https://api.openalex.org/works?filter=author.id:A5085624228,11,48,MA
https://openalex.org/A5074755166,Eckehard Olbrich,https://api.openalex.org/works?filter=author.id:A5074755166,22,118,DE
https://openalex.org/A5055710645,Jon Kleinberg,https://api.openalex.org/works?filter=author.id:A5055710645,97,581,US
https://openalex.org/A5007187227,Savvas Zannettou,https://api.openalex.org/works?filter=author.id:A5007187227,24,139,DE
